makeid,modelid,manufacturerid,vin,batteryinfo,batterytype,bedtype,bodycabtype,bodyclass,enginecylinders,destinationmarket,displacementcc,displacementci,displacementl,doors,drivetype,driverassist,enginecycles,enginemodel,enginekw,entertainmentsystem,fueltypeprimary,gvwr,make,manufacturer,model,modelyear,plantcity,seats,series,steeringlocation,transmissionstyle,trim,vehicletype,windows,axles,brakesystemtype,batterycells,bedlengthin,brakesystemdesc,curbweightlb,airbagloccurtain,airbaglocseatcushion,batterya,batteryv,batterykwh,wheelbasetype,seatrows,valvetraindesign,transmissionspeeds,engineconfiguration,airbaglocfront,fueltypesecondary,fuelinjectiontype,airbaglocknee,enginehp,evdriveunit,plantcountry,plantcompanyname,plantstate,pretensioner,seatbeltsall,adaptivecruisecontrol,adaptiveheadlights,abs,cib,blindspotmon,ncsabodytype,ncsamake,ncsamodel,esc,tractioncontrol,forwardcollisionwarning,lanedeparturewarning,lanekeepsystem,rearvisibilitysystem,parkassist,airbaglocside,trim2,series2,wheelbaseshort,wheelbaselong,note,wheels,trailertype,trailerbodytype,trailerlength,wheelsizefront,wheelsizerear,otherrestraintsysteminfo,coolingtype,enginehp_to,electrificationlevel,chargerlevel,chargerpowerkw,otherengineinfo,batterya_to,batteryv_to,batterykwh_to,turbo,baseprice,batterymodules,batterypacks,topspeedmph,suggestedvin,errorcode,possiblevalues,axleconfiguration,enginemanufacturer,buslength,busfloorconfigtype,bustype,otherbusinfo,custommotorcycletype,motorcyclesuspensiontype,motorcyclechassistype,othermotorcycleinfo,othertrailerinfo,additionalerrortext,cashforclunkers,trackwidth,tpms,activesafetysysnote,dynamicbrakesupport,pedestrianautomaticemergencybraking,autoreversesystem,automaticpedestrianalertingsound,can_aacn,edr,keylessignition,daytimerunninglight,lowerbeamheadlamplightsource,semiautomaticheadlampbeamswitching,adaptivedrivingbeam,saeautomationlevel,saeautomationlevel_to,rearcrosstrafficalert,gcwr,gcwr_to,ncsanote,ncsamappingexception,ncsamapexcapprovedon,ncsamapexcapprovedby,gvwr_to,errortext,rearautomaticemergencybraking,blindspotintervention,lanecenteringassistance,nonlanduse,vehicledescriptor,fueltanktype,fueltankmaterial,combinedbrakingsystem,wheeliemitigation
583,33783,13983,SCBBR93W79C205753,,,Not Applicable,Not Applicable,Sedan/Saloon,12,,6000,366.1424645683,6,4,,,,,,,Gasoline,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",BENTLEY,BENTLEY MOTORS LIMITED,Continental,2009,CREWE,,,,,Flying Spur,PASSENGER CAR,,,,,,,,1st and 2nd Rows,,,,,,,,,W Shaped,1st Row (Driver and Passenger),,,Driver Seat Only,552,,UNITED KINGDOM (UK),,,,Manual,,,,,,,,,,,,,,,,1st and 2nd Rows,,,,,,,Not Applicable,Not Applicable,,,,,,,,,,Catalyst LEV II,,,,Yes,,,,,,0,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,SCBBR93W*9C,,,,
482,8364,16478,3VWML7AJ0BM873589,,,Not Applicable,Not Applicable,Wagon,4,,1968,120.094728378,1.968000,4,,,,,,,Diesel,"Class 1: 6,000 lb or less (2,722 kg or less)",VOLKSWAGEN,VOLKSWAGEN DE MEXICO SA DE CV,Jetta SportWagen,2011,PUEBLA,,,,Manual/Standard,,PASSENGER CAR,,,,,,,,1st Row (Driver and Passenger),,,,,,,,6,,1st Row (Driver and Passenger),,,,140.00,,MEXICO,,,,Manual,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,,,Not Applicable,Not Applicable,,,,"Active Seat   Belt Advanced Front Air Bags., Active Seat Belt Advanced Front Air Bags.",,,,,,"50-St. BIN 5/ULEV II emission. Emissions Certification Test Group: BVWXV02.0U5N    ",,,,,,,,,,0,,,Volkswagen,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Indirect,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,3VWML7AJ*BM,,,,
476,1938,1002,3D73Y3HL0BG421355,,,,Mega,Pickup,6,,6700.0,408.85908543470,6.7,,4WD/4-Wheel Drive/4x4,,,,,,Diesel,"Class 3: 10,001 - 14,000 lb (4,536 - 6,350 kg)",DODGE,CHRYSLER DE MEXICO TOLUCA,Ram,2011,SALTILLO,,Heavy Duty,,,3500,TRUCK,,,Hydraulic,,,,,,,,,,,,,,,,,,,,,MEXICO,Saltillo Assembly,COAHUILA,Yes,Manual,,,,,,,,,,,,,,,,,M (Medium),Single Rear Wheels,,,,,Not Applicable,Not Applicable,,,,,,,,,,Sales Code for Engine - ETJ,,,,,,,,,,0,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,"The Model Year decoded for this VIN may be incorrect. If you know the Model year, please enter it and decode again to get more accurate information.",,,Direct,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,3D73Y3HL*BG,,,,
582,3676,1149,WAUPFAFM8AA214059,,,Not Applicable,Not Applicable,Wagon,4,,1984,122.0474881894,2,4,,,,,,,Gasoline,"Class 1: 6,000 lb or less (2,722 kg or less)",AUDI,AUDI AG,A3,2010,INGOLSTADT,,Premium Plus,,Manual/Standard,,PASSENGER CAR,,,,,,,,1st Row (Driver and Passenger),,,,,,,,,,1st Row (Driver and Passenger),,,,200.00,,GERMANY,,,,Manual,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,,,Not Applicable,Not Applicable,,,,"Active Seat Belt, Advanced Front AirBag",,,,,,50-St/Can. BIN 5 / ULEV II emission std.  Emissions Certification Test Group: AADXV02.03UA,,,,,,,,,,0,,,Audi,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,WAUPFAFM*AA,,,,
452,1717,968,4USFE83567L085785,,,Not Applicable,Not Applicable,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),8,,4800.0,292.9,4.8,4,,,,,,,Gasoline,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",BMW,BMW MANUFACTURER CORPORATION / BMW NORTH AMERICA,X5,2007,GREER,,X5,,,4.8i,PASSENGER CAR,,,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,355,,UNITED STATES (USA),,SOUTH CAROLINA,,Manual,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,,,"Dual-stage suppl. restraint system (SRS) certified to the advanced airbag requiremnets of FMVSS 208, S14.",,,,,,,,,,,,,,,,0,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,4USFE835*7L,,,,
582,3151,1149,WAURMAFD7EN828209,,,Not Applicable,Not Applicable,Sedan/Saloon,6,,2967,181.057448729,2.967000,4,,,,,,,Diesel,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",AUDI,AUDI AG,A8,2014,NECKARSULM,,,,Automatic,L,PASSENGER CAR,,,,,,,,1st Row (Driver and Passenger),,,,,,,,,,1st Row (Driver and Passenger),,,Driver Seat Only,240,,GERMANY,,,,,,,,,,,,,,,,,,,,All Rows,,,,,,,Not Applicable,Not Applicable,,,,"Restraint System: Side AirBags Front & Rear, Side Guard Air Curtain, Knee AirBag",,,,,,Fuel: Diesel (50-St); Federal / California Emission Standard: BIN 5 / ULEV II; Emissions Certification Test Group: EADXJ03.04UG,,,,,,,,,,0,,,Audi,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Indirect,,,,,,,,,,,,,,,,,,,,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,WAURMAFD*EN,,,,
452,2765,966,WBAEU33472K113197,,,Not Applicable,Not Applicable,Sedan/Saloon,6,,2490.833728,152,2.490833728,4,AWD/All-Wheel Drive,,,,,,Gasoline,"Class 1: 6,000 lb or less (2,722 kg or less)",BMW,BMW AG,325xi,2002,MUNICH,,,,,,PASSENGER CAR,,,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,,GERMANY,,,,Manual,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,,,Driver and Passenger Dual-stage Advanced Supplemental Restraint System (SRS),,,,,,,,,,,,,,,,0,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,WBAEU334*2K,,,,
468,1822,984,2G4WF521241294809,,,Not Applicable,Not Applicable,Sedan/Saloon,6,,3800.0,231.89022755998,3.8,4,,,,L67,,,Gasoline,"Class 1: 6,000 lb or less (2,722 kg or less)",BUICK,GENERAL MOTORS LLC,Regal,2004,OSHAWA #2,,,,,GS,PASSENGER CAR,4,,,,,,,,,,,,,,Overhead Valve (OHV),,V-Shaped,1st Row (Driver and Passenger),,Sequential Fuel Injection (SFI),,,,CANADA,GMNA,ONTARIO,,Manual,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,,,,,,,,,"Supercharged, Name Plate: Chevrolet, Buick",,,,,,,,,,0,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,2G4WF521*41,,,,
478,1922,997,1N6AF0KX7EN439412,,,,,Cargo Van,,,5600.0,341.73296693050,5.6,,4x2,,,,,,Gasoline,"Class 2H: 9,001 - 10,000 lb (4,082 - 4,536 kg)",NISSAN,"NISSAN NORTH AMERICA, INC.",NV,2014,CANTON,,1500/2500/3500,,,,TRUCK,,,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,,UNITED STATES (USA),Canton Plant,MISSISSIPPI,,Manual,,,Standard,,,,,,,,,,,,,,,,,,,4,Not Applicable,Not Applicable,,,,3-point manual belts,,,,,,,,,,,,,,,,0,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,1N6AF0KX*EN,,,,
582,3679,1149,WA1CGBFE0ED353789,,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),6,,2995,182.766113563,2.995000,4,,,,,,,Gasoline,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",AUDI,AUDI AG,Q7,2014,BRATISLAVA,,3.0T/TDI Premium,,,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,,,,,,1st and 2nd Rows,,,,,,,,,,1st Row (Driver and Passenger),,,,280.00,,SLOVAKIA,,,,,,,,,,,,,,,,,,,,All Rows,,,,,"Some Audi Q7 3.0T S line Prestige vehicles may use the 4th position character of ""C"" instead of ""D""",,Not Applicable,Not Applicable,,,,"Restraint System: Active - Dr/Pass, AirBag - Dr/Pass; Advanced Front AirBag",,333,,,,50-St/Can. BIN 5 / ULEV II emission std. Emissions Certification Test Group: EADXT03.0TLF.,,,,,,,,,,0,,,Audi,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Indirect,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,WA1CGBFE*ED,,,,
448,2464,1057,JTDKTUD31DD833140,,,Not Applicable,Not Applicable,Hatchback/Liftback/Notchback,4,,1500.0,91.53561614209,1.5,5,4x2,,,1NZ-FE,,,Gasoline,"Class 1: 6,000 lb or less (2,722 kg or less)",TOYOTA,TOYOTA MOTOR CORPORATION,Yaris,2013,OBU,,NCP131L,,,,PASSENGER CAR,,,,,,,,All Rows,1st Row (Driver and Passenger),,,,,,,,In-Line,1st Row (Driver and Passenger),,Multipoint Fuel Injection (MPFI),Driver Seat Only,106,,JAPAN,Toyota Industries Corporation - Nagakusa Plant,AICHI,,Manual,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,,,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,0,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,JTDKTUD3*DD,,,,
478,1904,997,1N4AL2EP5DC778947,,,Not Applicable,Not Applicable,Coupe,4,,2500.0,152.55936023683,2.5,2,4x2,,,,,,Gasoline,"Class 1: 6,000 lb or less (2,722 kg or less)",NISSAN,"NISSAN NORTH AMERICA, INC.",Altima,2013,SMYRNA,,,,,,PASSENGER CAR,,,,,,,,1st and 2nd Rows,,,,,,,,,,1st Row (Driver and Passenger),,,,,,UNITED STATES (USA),Smyrna Plant,TENNESSEE,,Manual,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,,,Not Applicable,Not Applicable,,,,"2nd row outboard and 3-pt manual belts, 2nd row center 3-point manual belts",,,,,,,,,,,,,,,,0,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,1N4AL2EP*DC,,,,
476,1939,1002,3D4PG3FG2BT112498,,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),6,U.S.,3600.0,219.68547874103,3.6,4,FWD/Front-Wheel Drive,,,ERB,,,Gasoline,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",DODGE,CHRYSLER DE MEXICO TOLUCA,Journey,2011,TOLUCA,,Hatchback Tall,Left-Hand Drive (LHD),,Crew,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,Hydraulic,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,,MEXICO,Toluca Assembly,STATE OF MEXICO,Yes,Manual,,,,,,,,,,,,,,,,All Rows,M (Medium),Body Style: Hatchback Tall,,,,,Not Applicable,Not Applicable,,,,,,,,,,,,,,No,,,,,,0,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,3D4PG3FG*BT,,,,
452,1709,966,WBAWV13539P829221,,,Not Applicable,Not Applicable,Coupe,6,,2995.5552992,182.8,3.0,2,,,,,,,Gasoline,"Class 1: 6,000 lb or less (2,722 kg or less)",BMW,BMW AG,328i,2009,REGENSBURG,,3-Series,,,SULEV,PASSENGER CAR,,,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,230,,GERMANY,,,,Manual,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,,,"Dual-stage suppl. restraint system (SRS) certified to the advanced airbag requiremnets of FMVSS 208, S14.",,,,,,,,,,,,,,,,0,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,WBAWV135*9P,,,,
475,1873,988,19UUA9F23CA000120,,,Not Applicable,Not Applicable,Sedan/Saloon,6,,3474.057568,212,3.474057568,4,,,,J37A4,,,Gasoline,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",ACURA,"AMERICAN HONDA MOTOR CO., INC.",TL,2012,MARYSVILLE,,,,Automatic,SH-AWD,PASSENGER CAR,,,,,,,,1st and 2nd Rows,,,,,,,Single Overhead Cam (SOHC),6,V-Shaped,1st Row (Driver and Passenger),,,,280,,UNITED STATES (USA),,OHIO,,Manual,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,,,Not Applicable,Not Applicable,,,,"seat belts: front, rear, rear center",,,,,,,,,,,,,,,,0,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,19UUA9F2*CA,,,,
498,2458,15984,KMHHT6KD3CU846113,,,Not Applicable,Not Applicable,Coupe,,,2000.0,122.04748818946,2.0,2,,,,DOHC T MPI THETA-FR,,,Gasoline,"Class 1: 6,000 lb or less (2,722 kg or less)",HYUNDAI,HYUNDAI MOTOR CO,Genesis Coupe,2012,ULSAN,,,,,GL,PASSENGER CAR,,,,,,,,1st Row (Driver and Passenger),,,,,,,Dual Overhead Cam (DOHC),,,1st Row (Driver and Passenger),,Multipoint Fuel Injection (MPFI),,,,SOUTH KOREA,Hyundai Motor Company,,,Manual,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),BK,,,,,,Not Applicable,Not Applicable,,,,,,,,,,,,,,Yes,,,,,,0,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,KMHHT6KD*CU,,,,
476,1941,994,1D7RE3BK4BS900728,,,,Extra/Super/Quad/Double/King/Extended,Pickup,6,"U.S., Canada, Mexico, Other Export Market (BUX)",3700.0,225.78785315050,3.7,,4WD/4-Wheel Drive/4x4,,,,,,Gasoline,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",DODGE,FCA US LLC,Dakota,2011,WARREN,,ND,,,SXT/SLT,TRUCK,,,Hydraulic,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,,UNITED STATES (USA),Warren Truck Assembly,MICHIGAN,Yes,Manual,,,,,,,,,,,,,,,,All Rows,M (Medium),,,,,,Not Applicable,Not Applicable,,,,,,,,,,Sales Code for Engine - EKG. Sales Code for CNG Engine - EKH,,,,No,,,,,,0,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,"The Model Year decoded for this VIN may be incorrect. If you know the Model year, please enter it and decode again to get more accurate information.",,,Direct,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,1D7RE3BK*BS,,,,
473,2072,1041,JM1NC2SF5F0058527,,,Not Applicable,Not Applicable,Convertible/Cabriolet,,,2000.0,122.04748818946,2.0,2,,,,LF,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",MAZDA,MAZDA MOTOR CORPORATION,MX-5,2015,HIROSHIMA,,,,,SE,PASSENGER CAR,,,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,,JAPAN,Mazda Motor Corporation,,,Manual,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,Retractable HardTop,,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,0,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,JM1NC2SF*F0,,,,
582,3679,1149,WA1WMBFE4DD623319,,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),6,,2967,181.057448729,2.967000,4,,,,,,,Diesel,"Class 2F: 7,001 - 8,000 lb (3,175 - 3,629 kg)",AUDI,AUDI AG,Q7,2013,BRATISLAVA,,TDI Prestige w/S-Line Pkg.,,,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,,,,,,1st and 2nd Rows,,,,,,,,,,1st Row (Driver and Passenger),,,,240.00,,SLOVAKIA,,,,Manual,,,,,,,,,,,,,,,,1st and 2nd Rows,,,,,,,Not Applicable,Not Applicable,,,,,,,,,,50-St/Can. BIN 5 / ULEV II emission std. Emissions Certification Test Group: DADXT03.03UG.,,,,,,,,,,0,,,Audi,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Indirect,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,WA1WMBFE*DD,,,,
469,1825,984,1G6DM57T060321633,,,Not Applicable,Not Applicable,Sedan/Saloon,6,,,,,4,,,,LP1,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",CADILLAC,GENERAL MOTORS LLC,CTS,2006,LANSING - GRAND RIVER,,,,,,PASSENGER CAR,4,,,,,,,1st Row (Driver and Passenger),,,,,,,Dual Overhead Cam (DOHC),,V-Shaped,1st Row (Driver and Passenger),,Sequential Fuel Injection (SFI),,,,UNITED STATES (USA),GMNA,MICHIGAN,,Manual,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,,,Not Applicable,Not Applicable,,,,Has Occupant Sensor,,,,,,,,,,,,,,,,0,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,1G6DM57T*60,,,,
515,2214,1085,2T2BK1BAXAC428658,,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),6,,3456,213.58310433156,3.5,5,4WD/4-Wheel Drive/4x4,,,2GR-FE,,,Gasoline,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",LEXUS,TOYOTA MOTOR MANUFACTURING CANADA,RX,2010,CAMBRIDGE,,GGL10L/GGL15L/GYL10L/GYL15L,,,350,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,,,,,,All Rows,,,,,,,Dual Overhead Cam (DOHC),,V-Shaped,1st Row (Driver and Passenger),,,1st Row (Driver and Passenger),275,,JAPAN,"Toyota Motor Manufacturing, Canada, Inc.",ONTARIO,,Manual,,,,,,,,,,,,,,,,All Rows,,Wagon Body Type,,,,,Not Applicable,Not Applicable,,,,,Water,,,,,,,,,,,,,,,0,,,Toyota,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,2T2BK1BA*AC,,,,
476,14832,995,2C4RDGCG9DR597853,,,,,Minivan,6,,3600.0,219.68547874103,3.6,4,FWD/Front-Wheel Drive,,,,,,Gasoline,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",DODGE,FCA CANADA INC.,Grand Caravan,2013,,,,Left-Hand Drive (LHD),,SXT,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,Hydraulic,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,283,,CANADA,Windsor Assembly,ONTARIO,,Manual,,,,,,,,,,,,,,,,All Rows,,,,,,,Not Applicable,Not Applicable,,,,Active Seat Belt,,,,,,,,,,No,,,,,,0,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,2C4RDGCG*DR,,,,
475,2147,990,2HNYD28838H734274,,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),6,,3670.702336,224,3.670702336,5,,,,J37A1,,Rear Entertainment System,Gasoline,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",ACURA,"HONDA OF CANADA MFG., A DIVISION OF HONDA CANADA INC.",MDX,2008,ALLISTON,,,,Automatic,SPORT*1*2,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,Hydraulic,,,,,,,,,,,,Single Overhead Cam (SOHC),5,V-Shaped,,,,,300,,CANADA,,ONTARIO,,,,,,,,,,,,,,,,,,,,,,,POWER TAIL GATE SYSTEM,,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,0,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,2HNYD288*8H,,,,
452,1717,968,5UXFB33532L542884,,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),8,,4400.0,268.4,4.4,4,,,,,,,Gasoline,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",BMW,BMW MANUFACTURER CORPORATION / BMW NORTH AMERICA,X5,2002,GREER,,,,,4.4i,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,,,,,,,,,,,,,,,,,,,,290,,UNITED STATES (USA),,SOUTH CAROLINA,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,0,,,BMW Manufacturing Corp.,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,5UXFB335*2L,,,,
473,2072,1041,JM1NC2LF4D0239856,,,Not Applicable,Not Applicable,Convertible/Cabriolet,,,2000.0,122.04748818946,2.0,2,,,,LF,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",MAZDA,MAZDA MOTOR CORPORATION,MX-5,2013,HIROSHIMA,,,,,Club/GS,PASSENGER CAR,,,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,,JAPAN,Mazda Motor Corporation,,,,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,,,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,0,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,JM1NC2LF*D0,,,,
476,3508,994,1C4SDJCT7CC827375,,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),8,,5700.0,347.83534133997,5.7,4,AWD/All-Wheel Drive,,,,,,Gasoline,"Class 2F: 7,001 - 8,000 lb (3,175 - 3,629 kg)",DODGE,FCA US LLC,Durango,2012,DETROIT,,,Left-Hand Drive (LHD),,R/T,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,Hydraulic,,,,,,,,,,,,,,V-Shaped,1st Row (Driver and Passenger),,,,360,,UNITED STATES (USA),Jefferson North Assembly,MICHIGAN,,Manual,,,,,,,,,,,,,,,,All Rows,,,,,,,Not Applicable,Not Applicable,,,,"Active Seat Belt, Active Belts",,,,,,"Sales Code: EZC,EZE,EZH",,,,No,,,,,,0,,,FCA,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,"Class 2F: 7,001 - 8,000 lb (3,175 - 3,629 kg)",0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,1C4SDJCT*CC,,,,
